id	gene	start	end	strand	name	cat	clr
slr2023	gene	766727	767608	+	malonyl coenzyme A-acyl carrier protein transacylase	Fatty acid, phospholipid and sterol metabolism	#008b8b
slr2024	gene	767890	768432	+	two-component response regulator CheY subfamily	Regulatory functions	#ffd700
slr2025	gene	768499	768960	+	hypothetical protein	hypothetical protein	#9966CC
sll1917	gene	769053	770291	-	coproporphyrinogen III oxidase, anaerobic (oxygen-independent)	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll1916	gene	770288	770890	-	hypothetical protein	hypothetical protein	#9966CC
sll1915	gene	770930	771481	-	hypothetical protein	hypothetical protein	#9966CC
slr2026	gene	771651	772520	+	dihydropteroate synthase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr2027	gene	772511	773905	+	unknown protein	unknown	#CC9999
sll1913	gene	773827	775626	-	hypothetical protein	hypothetical protein	#9966CC
sll1912	gene	775687	776061	-	hypothetical protein	hypothetical protein	#9966CC
ssl3615	gene	776058	776342	-	unknown protein	unknown	#CC9999
sll1911	gene	776551	776796	-	hypothetical protein	hypothetical protein	#9966CC
sll1910	gene	777066	779411	-	protein conferring resistance to acetazolamide Zam	Other categories	#000000
slr2030	gene	780093	781448	+	hypothetical protein	hypothetical protein	#9966CC
slr2031	gene	781653	783011	+	putative PP2C-type protein phosphatase, gene required to recover from the nitrogen or sulfate starvation induced stationary phase	Putative	#CC99FF
ssr1880	gene	783008	783307	+	hypothetical protein	hypothetical protein	#9966CC
slr1133	gene	783379	784764	+	L-argininosuccinate lyase	Amino acid biosynthesis	#a52a2a
slr1134	gene	784769	785215	+	mutator MutT homolog	Not curated completely	#9900CC
slr1135	gene	785665	787812	+	unknown protein	unknown	#CC9999
sll1084	gene	787809	790406	-	hypothetical protein	hypothetical protein	#9966CC
slr1136	gene	790719	791717	+	cytochrome c oxidase subunit II	Photosynthesis and respiration	#6b8e23
slr1137	gene	791806	793461	+	cytochrome c oxidase subunit I	Photosynthesis and respiration	#6b8e23
slr1138	gene	793509	794210	+	cytochrome c oxidase subunit III	Photosynthesis and respiration	#6b8e23
slr1139	gene	794362	794691	+	thioredoxin	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1140	gene	794764	795900	+	DegT/DnrJ/EryC1/StrS family protein	Other categories	#000000
sll1082	gene	795932	796732	-	ABC transport system ATP-binding protein	Transport and binding proteins	#00ff00
sll1081	gene	796789	797631	-	ABC transport system permease protein	Transport and binding proteins	#00ff00
sll1080	gene	797734	798792	-	ABC transport system substrate-binding protein	Not curated completely	#9900CC
sll1079	gene	798846	799535	-	putative hydrogenase expression/formation protein HypB	Other categories	#000000
sll1078	gene	799596	799958	-	putative hydrogenase expression/formation protein HypA	Other categories	#000000
sll1077	gene	800034	801206	-	agmatinase	Energy metabolism	#ff0000
slr1142	gene	801643	802152	+	hypothetical protein	hypothetical protein	#9966CC
slr1143	gene	802207	803238	+	hypothetical protein	hypothetical protein	#9966CC
sll1076	gene	803466	806354	-	cation-transporting ATPase PacL	Transport and binding proteins	#00ff00
ssl2100	gene	806452	806688	-	unknown protein	unknown	#CC9999
sll1074	gene	806716	809325	-	leucyl-tRNA synthetase	Translation	#00bfff
slr1145	gene	809450	810658	+	Monocomponent sodium-dependent glutamate permease GltS	Transport and binding proteins	#00ff00
sml0011	gene	810922	811245	-	hypothetical protein	hypothetical protein	#9966CC
slr1147	gene	811489	812793	+	two-component sensor histidine kinase	Regulatory functions	#ffd700
slr1148	gene	813028	813594	+	unknown protein	unknown	#CC9999
slr1149	gene	813799	815604	+	ATP-binding protein of ABC transporter	Transport and binding proteins	#00ff00
slr1150	gene	815703	816215	+	unknown protein	unknown	#CC9999
sll1072	gene	816298	816969	-	hypothetical protein	hypothetical protein	#9966CC
sll1071	gene	816983	817810	-	hypothetical protein	hypothetical protein	#9966CC
sll1070	gene	817967	819979	-	transketolase	Energy metabolism	#ff0000
sll1069	gene	820102	821352	-	3-oxoacyl-[acyl-carrier-protein] synthase II	Fatty acid, phospholipid and sterol metabolism	#008b8b
ssl2084	gene	821550	821783	-	acyl carrier protein	Fatty acid, phospholipid and sterol metabolism	#008b8b
sll1068	gene	821993	822424	-	unknown protein	unknown	#CC9999
ssl3451	gene	822461	822706	-	hypothetical protein	hypothetical protein	#9966CC
slr1890	gene	822837	823367	+	bacterioferritin	Transport and binding proteins	#00ff00
sll1825	gene	823383	823973	-	hypothetical protein	hypothetical protein	#9966CC
sll1824	gene	824228	824584	-	50S ribosomal protein L25	Translation	#00bfff
sll1823	gene	824584	825915	-	adenylosuccinate synthetase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
ssl3446	gene	826070	826249	-	hypothetical protein	hypothetical protein	#9966CC
ssl3445	gene	826637	826882	-	50S ribosomal protein L31	Translation	#00bfff
sll1822	gene	826935	827348	-	30S ribosomal protein S9	Translation	#00bfff
sll1821	gene	827348	827803	-	50S ribosomal protein L13	Translation	#00bfff
sll1820	gene	827868	828695	-	tRNA pseudouridine synthase 1	Translation	#00bfff
sll1819	gene	828713	829063	-	50S ribosomal protein L17	Translation	#00bfff
sll1818	gene	829141	830085	-	RNA polymerase alpha subunit	Transcription	#8470ff
sll1817	gene	830194	830586	-	30S ribosomal protein S11	Translation	#00bfff
sll1816	gene	830635	831018	-	30S ribosomal protein S13	Translation	#00bfff
sml0006	gene	831101	831217	-	50S ribosomal protein L36	Translation	#00bfff
ssl3441	gene	831355	831558	-	initiation factor IF-1	Translation	#00bfff
sll1815	gene	831702	832265	-	adenylate kinase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
sll1814	gene	832391	833719	-	preprotein translocase SecY subunit	Cellular processes	#ffff00
sll1813	gene	833821	834264	-	50S ribosomal protein L15	Translation	#00bfff
sll1812	gene	834333	834854	-	30S ribosomal protein S5	Translation	#00bfff
sll1811	gene	834894	835256	-	50S ribosomal protein L18	Translation	#00bfff
sll1810	gene	835260	835799	-	50S ribosomal protein L6	Translation	#00bfff
sll1809	gene	835859	836260	-	30S ribosomal protein S8	Translation	#00bfff
sll1808	gene	836352	836954	-	50S ribosomal protein L5	Translation	#00bfff
sll1807	gene	837001	837318	-	50S ribosomal protein L24	Translation	#00bfff
sll1806	gene	837349	837717	-	50S ribosomal protein L14	Translation	#00bfff
ssl3437	gene	837741	837986	-	30S ribosomal protein S17	Translation	#00bfff
ssl3436	gene	837994	838215	-	50S ribosomal protein L29	Translation	#00bfff
sll1805	gene	838218	838637	-	50S ribosomal protein L16	Translation	#00bfff
sll1804	gene	838678	839400	-	30S ribosomal protein S3	Translation	#00bfff
sll1803	gene	839430	839795	-	50S ribosomal protein L22	Translation	#00bfff
ssl3432	gene	839811	840089	-	30S ribosomal protein S19	Translation	#00bfff
sll1802	gene	840122	840952	-	50S ribosomal protein L2	Translation	#00bfff
sll1801	gene	841002	841307	-	50S ribosomal protein L23	Translation	#00bfff
sll1800	gene	841300	841932	-	50S ribosomal protein L4	Translation	#00bfff
sll1799	gene	841972	842613	-	50S ribosomal protein L3	Translation	#00bfff
slr1894	gene	843105	843575	+	probable DNA-binding stress protein	Translation	#00bfff
sll1797	gene	843613	844221	-	hypothetical protein YCF21	hypothetical protein	#9966CC
slr1895	gene	844180	845394	+	hypothetical protein	hypothetical protein	#9966CC
slr1896	gene	845482	845874	+	hypothetical protein	hypothetical protein	#9966CC
sll1796	gene	845966	846328	-	cytochrome c553	Photosynthesis and respiration	#6b8e23
slr1897	gene	846509	847810	+	periplasmic sugar-binding protein of ABC transporter	Transport and binding proteins	#00ff00
slr1898	gene	848074	848967	+	N-acetylglutamate kinase	Amino acid biosynthesis	#a52a2a
slr1899	gene	849206	849748	+	urease accessory protein F	Central intermediary metabolism	#006400
slr1900	gene	849802	850545	+	hypothetical protein	hypothetical protein	#9966CC
slr1901	gene	850605	851585	+	ATP-binding protein of ABC transporter	Transport and binding proteins	#00ff00
slr1902	gene	851717	852142	+	putative transposase [ISY120a	Putative	#CC99FF
slr1903	gene	852031	852447	+	putative transposase [ISY120a	Putative	#CC99FF
sll1792	gene	852470	852898	-	putative transposase [ISY802a	Putative	#CC99FF
sll1791	gene	852895	853281	-	putative transposase [ISY802a	Putative	#CC99FF
sll1789	gene	853497	857450	-	RNA polymerase beta prime subunit	Transcription	#8470ff
sll1787	gene	857558	860866	-	RNA polymerase beta subunit	Transcription	#8470ff
sll1786	gene	860952	861737	-	putative deoxyribonuclease, tatD homolog	Other categories	#000000
ssl2233	gene	861873	862166	-	30S ribosomal protein S20	Translation	#00bfff
sll1124	gene	862262	866377	-	two-component sensor histidine kinase, phytochrome-like protein	Regulatory functions	#ffd700
sll1123	gene	866374	867144	-	hypothetical protein	hypothetical protein	#9966CC
sll1121	gene	867257	869569	-	hypothetical protein	hypothetical protein	#9966CC
sll1120	gene	869668	873270	-	chromosome segregation protein SMC1	Translation	#00bfff
sll1119	gene	873465	874550	-	hypothetical protein	hypothetical protein	#9966CC
slr1194	gene	874693	875361	+	hypothetical protein	hypothetical protein	#9966CC
slr1195	gene	875515	875979	+	hypothetical protein	hypothetical protein	#9966CC
slr1196	gene	876008	877297	+	periplasmic protein, function unknown	function unknown	#999999
slr1197	gene	877325	878521	+	SMF protein	Other categories	#000000
sll1118	gene	878564	878890	-	hypothetical protein	hypothetical protein	#9966CC
ssr2009	gene	878937	879209	+	hypothetical protein	hypothetical protein	#9966CC
slr1198	gene	879408	880043	+	antioxidant protein	Other categories	#000000
slr1199	gene	880147	881838	+	DNA mismatch repair protein MutL	Not curated completely	#9900CC
slr1200	gene	882023	883189	+	urea transport system permease protein	Transport and binding proteins	#00ff00
slr1201	gene	883287	884519	+	urea transport system permease protein	Transport and binding proteins	#00ff00
slr1202	gene	884635	885531	+	permease protein of sugar ABC transporter	Transport and binding proteins	#00ff00
slr1203	gene	885641	886078	+	hypothetical protein	hypothetical protein	#9966CC
slr1204	gene	886184	887542	+	protease	Translation	#00bfff
slr1205	gene	887731	888084	+	similar to chlorobenzene dioxygenase, ferredoxin component	Other categories	#000000
slr1206	gene	888358	888993	+	hypothetical protein	hypothetical protein	#9966CC
slr1207	gene	889061	890605	+	hypothetical protein	hypothetical protein	#9966CC
ssr2016	gene	890827	891024	+	hypothetical protein	hypothetical protein	#9966CC
slr1208	gene	891276	893249	+	probable oxidoreductase	Other categories	#000000
slr1209	gene	893261	893590	+	hypothetical protein	hypothetical protein	#9966CC
slr1210	gene	893583	893972	+	unknown protein	unknown	#CC9999
slr1211	gene	893984	897262	+	cobalt-chelatase subunit CobN	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1212	gene	897354	899888	+	similar to two-component sensor histidine kinase	Regulatory functions	#ffd700
slr1213	gene	899937	900662	+	two-component response regulator AraC subfamily	Regulatory functions	#ffd700
slr1214	gene	901197	902315	+	two-component response regulator PatA subfamily	Regulatory functions	#ffd700
slr1215	gene	902387	903055	+	hypothetical protein	hypothetical protein	#9966CC
sll1112	gene	903148	903606	-	3-dehydroquinate dehydratase	Amino acid biosynthesis	#a52a2a
sml0012	gene	903627	903764	-	hypothetical protein	hypothetical protein	#9966CC
slr1216	gene	904115	905506	+	Mg2+ transport protein	Transport and binding proteins	#00ff00
sll1971	gene	905575	906762	-	probable hexosyltransferase	Other categories	#000000
slr2070	gene	906972	907826	+	hypothetical protein	hypothetical protein	#9966CC
slr2071	gene	907990	908313	+	unknown protein	unknown	#CC9999
sll1969	gene	908353	908961	-	hypothetical protein	hypothetical protein	#9966CC
sll1968	gene	908968	909636	-	photomixotrophic growth related protein, PmgA	Other categories	#000000
sll1967	gene	909603	910994	-	probable RNA methyltransferase	Translation	#00bfff
slr2072	gene	911357	912883	+	L-threonine deaminase	Amino acid biosynthesis	#a52a2a
slr2073	gene	913296	913856	+	hypothetical protein YCF50	hypothetical protein	#9966CC
slr2074	gene	914052	914441	+	similar to mannose-1-phosphate guanylyltransferase	Energy metabolism	#ff0000
ssl3719	gene	914542	914796	-	hypothetical protein	hypothetical protein	#9966CC
sll1965	gene	914780	915052	-	hypothetical protein	hypothetical protein	#9966CC
slr2075	gene	915313	915624	+	10kD chaperonin	Cellular processes	#ffff00
slr2076	gene	915721	917346	+	60kD chaperonin	Cellular processes	#ffff00
slr2077	gene	917816	920014	+	probable ABC transporter, periplasmic binding protein	Transport and binding proteins	#00ff00
slr2078	gene	920331	920915	+	hypothetical protein	hypothetical protein	#9966CC
ssl3712	gene	920942	921466	-	hypothetical protein	hypothetical protein	#9966CC
sll1747	gene	921549	922637	-	chorismate synthase	Amino acid biosynthesis	#a52a2a
sll1746	gene	922844	923230	-	50S ribosomal protein L12	Translation	#00bfff
sll1745	gene	923318	923839	-	50S ribosomal protein L10	Translation	#00bfff
sll1744	gene	924086	924802	-	50S ribosomal protein L1	Translation	#00bfff
sll1743	gene	924889	925314	-	50S ribosomal protein L11	Translation	#00bfff
sll1742	gene	925416	926033	-	transcription antitermination protein NusG	Regulatory functions	#ffd700
ssl3335	gene	926313	926558	-	preprotein translocase SecE subunit	Cellular processes	#ffff00
sll1740	gene	926860	927228	-	50S ribosomal protein L19	Translation	#00bfff
slr1826	gene	927366	927758	+	hypothetical protein	hypothetical protein	#9966CC
slr1827	gene	927755	928750	+	hypothetical protein	hypothetical protein	#9966CC
sll1739	gene	928806	929885	-	unknown protein	unknown	#CC9999
sll1738	gene	930148	930843	-	hypothetical protein	hypothetical protein	#9966CC
sll1737	gene	930907	931389	-	hypothetical protein YCF60	hypothetical protein	#9966CC
slr1828	gene	931639	931959	+	ferredoxin, petF-like protein	Photosynthesis and respiration	#6b8e23
slr1829	gene	932071	933063	+	putative poly(3-hydroxyalkanoate) synthase component	Putative	#CC99FF
slr1830	gene	933157	934293	+	poly(3-hydroxyalkanoate) synthase	Central intermediary metabolism	#006400
sll1736	gene	934324	934707	-	hypothetical protein	hypothetical protein	#9966CC
sll1735	gene	934835	935236	-	hypothetical protein	hypothetical protein	#9966CC
sll1734	gene	935409	936704	-	protein involved in low CO2-inducible, high affinity CO2 uptake	Not curated completely	#9900CC
sll1733	gene	936768	938276	-	NADH dehydrogenase subunit 4 (involved in low CO2-inducible, high affinity CO2 uptake)	Photosynthesis and respiration	#6b8e23
sll1732	gene	938393	940240	-	NADH dehydrogenase subunit 5 (involved in low CO2-inducible, high affinity CO2 uptake)	Photosynthesis and respiration	#6b8e23
sll1730	gene	940638	941270	-	unknown protein	unknown	#CC9999
slr1834	gene	941686	943941	+	P700 apoprotein subunit Ia	Photosynthesis and respiration	#6b8e23
slr1835	gene	944187	946382	+	P700 apoprotein subunit Ib	Photosynthesis and respiration	#6b8e23
sll1726	gene	946522	947511	-	hypothetical protein	hypothetical protein	#9966CC
sll1725	gene	947511	949343	-	ATP-binding protein of ABC transporter	Transport and binding proteins	#00ff00
sll1724	gene	949397	950536	-	probable glycosyltransferase	Cell envelope	#fa8072
sll1723	gene	950533	951774	-	probable glycosyltransferase	Other categories	#000000
sll1722	gene	951797	953098	-	hypothetical protein	hypothetical protein	#9966CC
slr1837	gene	953752	954456	+	two-component system response regulator OmpR subfamily	Regulatory functions	#ffd700
sll1721	gene	954453	955427	-	pyruvate dehydrogenase E1 component, beta subunit	Energy metabolism	#ff0000
slr1838	gene	955805	956116	+	carbon dioxide concentrating mechanism protein CcmK homolog 3, putative carboxysome assembly protein	Photosynthesis and respiration	#6b8e23
slr1839	gene	956275	956613	+	carbon dioxide concentrating mechanism protein CcmK homolog 4, putative carboxysome assembly protein	Photosynthesis and respiration	#6b8e23
slr1840	gene	956673	957788	+	hypothetical protein	hypothetical protein	#9966CC
slr1841	gene	958137	960029	+	probable porin; major outer membrane protein	Cell envelope	#fa8072
slr1842	gene	960156	961094	+	cysteine synthase	Amino acid biosynthesis	#a52a2a
slr1843	gene	961201	962730	+	glucose 6-phosphate dehydrogenase	Energy metabolism	#ff0000
slr1844	gene	962888	965800	+	excinuclease ABC subunit A	Not curated completely	#9900CC
sll1717	gene	965938	967473	-	unknown protein	unknown	#CC9999
sll1716	gene	967567	968352	-	putative transposase [ISY523a	Putative	#CC99FF
sll1715	gene	968487	968960	-	hypothetical protein	hypothetical protein	#9966CC
sll1714	gene	968893	969294	-	unknown protein	unknown	#CC9999
ssl3297	gene	969313	969471	-	hypothetical protein	hypothetical protein	#9966CC
sll1713	gene	969762	970868	-	histidinol-phosphate aminotransferase	Amino acid biosynthesis	#a52a2a
sll1712	gene	970882	971184	-	DNA binding protein HU	Translation	#00bfff
sll1469	gene	971460	972317	-	hypothetical protein	hypothetical protein	#9966CC
slr1535	gene	972485	973954	+	hypothetical protein	hypothetical protein	#9966CC
slr1536	gene	974053	975489	+	ATP-dependent DNA helicase RecQ	Not curated completely	#9900CC
slr1537	gene	975779	976648	+	unknown protein	unknown	#CC9999
slr1538	gene	976748	977842	+	cobalamin biosynthesis protein D	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1540	gene	977932	978867	+	mRNA-binding protein	Translation	#00bfff
slr1541	gene	978941	979573	+	hypothetical protein	hypothetical protein	#9966CC
slr1542	gene	979685	980170	+	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	Other categories	#000000
slr1543	gene	980276	981694	+	DNA-damage-inducible protein F	Not curated completely	#9900CC
sll1468	gene	981691	982629	-	beta-carotene hydroxylase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
ssr2595	gene	982968	983180	+	high light-inducible polypeptide HliB, CAB/ELIP/HLIP superfamily	Other categories	#000000
slr1544	gene	983229	983540	+	unknown protein	unknown	#CC9999
slr1545	gene	983804	984475	+	RNA polymerase ECF-type (group 3) sigma-E factor	Transcription	#8470ff
slr1546	gene	984562	985200	+	hypothetical protein	hypothetical protein	#9966CC
slr1547	gene	985224	986222	+	hypothetical protein	hypothetical protein	#9966CC
sll1466	gene	986492	987733	-	probable glycosyltransferase	Other categories	#000000
ssl2823	gene	987740	987967	-	hypothetical protein	hypothetical protein	#9966CC
sll1464	gene	988072	989505	-	hypothetical protein	hypothetical protein	#9966CC
sll1463	gene	989717	991603	-	cell division protein FtsH	Cellular processes	#ffff00
sll1462	gene	991735	992772	-	putative hydrogenase expression/formation protein HypE	Other categories	#000000
sll1461	gene	992821	993483	-	hypothetical protein	hypothetical protein	#9966CC
sll1459	gene	993536	994213	-	stationary-phase survival protein SurE homolog	Other categories	#000000
slr1549	gene	994343	994906	+	polypeptide deformylase	Translation	#00bfff
ssr2611	gene	995022	995219	+	hypothetical protein	hypothetical protein	#9966CC
slr1550	gene	995275	996807	+	lysyl-tRNA synthetase	Translation	#00bfff
sll1457	gene	996850	997806	-	probable glycosyltransferase	Cell envelope	#fa8072
sll1456	gene	998010	998918	-	unknown protein	unknown	#CC9999
slr1552	gene	999029	1001563	+	unknown protein	unknown	#CC9999
sll1455	gene	1001639	1002106	-	hypothetical protein	hypothetical protein	#9966CC
ssr2615	gene	1002141	1002368	+	hypothetical protein	hypothetical protein	#9966CC
smr0013	gene	1002441	1002617	+	hypothetical protein	hypothetical protein	#9966CC
sll1454	gene	1002633	1004777	-	ferredoxin-nitrate reductase	Amino acid biosynthesis	#a52a2a
ssl2814	gene	1004822	1005091	-	unknown protein	unknown	#CC9999
sll1453	gene	1005181	1006179	-	nitrate/nitrite transport system ATP-binding protein	Transport and binding proteins	#00ff00
sll1452	gene	1006234	1008246	-	nitrate/nitrite transport system ATP-binding protein	Transport and binding proteins	#00ff00
sll1451	gene	1008321	1009148	-	nitrate/nitrite transport system permease protein	Transport and binding proteins	#00ff00
sll1450	gene	1009234	1010574	-	nitrate/nitrite transport system substrate-binding protein	Transport and binding proteins	#00ff00
sll1634	gene	1010710	1011759	-	hypothetical protein	hypothetical protein	#9966CC
slr1748	gene	1011975	1012619	+	probable phosphoglycerate mutase	Other categories	#000000
ssl3177	gene	1012616	1012888	-	hypothetical protein	hypothetical protein	#9966CC
sll1633	gene	1013045	1014337	-	cell division protein FtsZ	Cellular processes	#ffff00
sll1632	gene	1014587	1015396	-	hypothetical protein	hypothetical protein	#9966CC
slr1751	gene	1015511	1016782	+	periplasmic carboxyl-terminal protease	Translation	#00bfff
slr1752	gene	1016830	1017495	+	hypothetical protein	hypothetical protein	#9966CC
sll1144	gene	1017600	1018517	-	hypothetical protein	hypothetical protein	#9966CC
slr1218	gene	1018650	1019126	+	hypothetical protein YCF39	hypothetical protein	#9966CC
slr1219	gene	1019155	1019583	+	urease accessory protein E	Central intermediary metabolism	#006400
slr1220	gene	1019808	1020761	+	hypothetical protein	hypothetical protein	#9966CC
slr1222	gene	1021421	1022008	+	unknown protein	unknown	#CC9999
sll1143	gene	1022278	1024653	-	ATP-dependent helicase PcrA	Not curated completely	#9900CC
sll1142	gene	1024825	1025346	-	hypothetical protein	hypothetical protein	#9966CC
slr1223	gene	1025519	1026442	+	hypothetical protein	hypothetical protein	#9966CC
slr1224	gene	1026511	1027737	+	ATP-binding protein of sugar ABC transporter	Transport and binding proteins	#00ff00
slr1225	gene	1027844	1029331	+	serine/threonine kinase	Regulatory functions	#ffd700
sll1138	gene	1029337	1030083	-	hypothetical protein	hypothetical protein	#9966CC
slr1226	gene	1030195	1030989	+	phosphoribosyl aminoidazole succinocarboxamide synthetase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
slr1227	gene	1031202	1033787	+	chloroplastic outer envelope membrane protein homolog	Cell envelope	#fa8072
slr1228	gene	1033902	1035545	+	peptide-chain-release factor 3	Translation	#00bfff
slr1229	gene	1035728	1037089	+	sulfate permease	Transport and binding proteins	#00ff00
slr1230	gene	1037189	1038052	+	hypothetical protein	hypothetical protein	#9966CC
sll1135	gene	1038038	1039042	-	unknown protein	unknown	#CC9999
slr1232	gene	1039196	1039732	+	unknown protein	unknown	#CC9999
ssr2047	gene	1040092	1040355	+	hypothetical protein	hypothetical protein	#9966CC
slr1233	gene	1040531	1042258	+	succinate dehydrogenase flavoprotein subunit	Energy metabolism	#ff0000
ssr2049	gene	1042306	1042557	+	unknown protein	unknown	#CC9999
slr1234	gene	1042609	1042953	+	protein kinase C inhibitor	Regulatory functions	#ffd700
slr1235	gene	1042999	1043880	+	hypothetical protein	hypothetical protein	#9966CC
slr1236	gene	1043917	1044450	+	hypothetical protein	hypothetical protein	#9966CC
ssl2250	gene	1044517	1044693	-	bacterioferritin-associated ferredoxin	Other categories	#000000
sll1132	gene	1044915	1046366	-	unknown protein	unknown	#CC9999
sll1131	gene	1046402	1046830	-	unknown protein	unknown	#CC9999
slr1237	gene	1047005	1048357	+	cytosine deaminase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
sll1130	gene	1048406	1048753	-	unknown protein	unknown	#CC9999
ssl2245	gene	1048750	1049016	-	unknown protein	unknown	#CC9999
sll1129	gene	1049517	1050407	-	2-hydroxy-6-oxohepta-2,4-dienoate hydrolase	Other categories	#000000
ssr2060	gene	1050490	1050729	+	unknown protein	unknown	#CC9999
ssr2061	gene	1050812	1051078	+	glutaredoxin	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1238	gene	1051159	1052121	+	glutathione synthetase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
ssr2062	gene	1052518	1052784	+	hypothetical protein	hypothetical protein	#9966CC
sll1127	gene	1052927	1053754	-	1,4-dihydroxy-2-naphthoate synthase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1239	gene	1053955	1055547	+	pyridine nucleotide transhydrogenase alpha subunit	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1240	gene	1055574	1056113	+	unknown protein	unknown	#CC9999
slr1241	gene	1056119	1056466	+	hypothetical protein	hypothetical protein	#9966CC
ssr2066	gene	1056487	1056717	+	hypothetical protein	hypothetical protein	#9966CC
ssr2067	gene	1056714	1056944	+	hypothetical protein	hypothetical protein	#9966CC
slr1434	gene	1056985	1058427	+	pyridine nucleotide transhydrogenase beta subunit	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1435	gene	1058537	1059820	+	PmbA protein homolog	Translation	#00bfff
slr1436	gene	1059922	1060773	+	unknown protein	unknown	#CC9999
slr1437	gene	1060901	1061239	+	unknown protein	unknown	#CC9999
slr1438	gene	1061242	1062111	+	hypothetical protein	hypothetical protein	#9966CC
sll1362	gene	1062238	1065204	-	isoleucyl-tRNA synthetase	Translation	#00bfff
ssr2406	gene	1065398	1065622	+	unknown protein	unknown	#CC9999
sll1360	gene	1065660	1069010	-	DNA polymerase III subunit gamma/tau [Contains	Not curated completely	#9900CC
slr1440	gene	1069178	1069609	+	hypothetical protein	hypothetical protein	#9966CC
sll1359	gene	1069666	1071702	-	unknown protein	unknown	#CC9999
sll1358	gene	1071734	1072918	-	putative oxalate decarboxylase, periplasmic protein	Putative	#CC99FF
sll1356	gene	1073080	1075629	-	glycogen phosphorylase	Central intermediary metabolism	#006400
slr1441	gene	1076065	1076454	+	hypothetical protein	hypothetical protein	#9966CC
sll1355	gene	1076474	1077019	-	hypothetical protein	hypothetical protein	#9966CC
ssl2648	gene	1077167	1077412	-	hypothetical protein	hypothetical protein	#9966CC
slr1442	gene	1077755	1078612	+	hypothetical protein	hypothetical protein	#9966CC
slr1443	gene	1078657	1080501	+	serine/threonine kinase	Regulatory functions	#ffd700
slr1444	gene	1080695	1081696	+	hypothetical protein	hypothetical protein	#9966CC
ssr2422	gene	1081887	1082141	+	unknown protein	unknown	#CC9999
sll1354	gene	1082437	1084716	-	single-strand-DNA-specific exonuclease RecJ	Not curated completely	#9900CC
sll1353	gene	1084757	1087753	-	two-component sensor histidine kinase	Regulatory functions	#ffd700
sll1352	gene	1087772	1089190	-	unknown protein	unknown	#CC9999
slr1448	gene	1089400	1090323	+	fructokinase	Energy metabolism	#ff0000
slr1449	gene	1090686	1091279	+	hypothetical protein	hypothetical protein	#9966CC
slr1450	gene	1091317	1091631	+	unknown protein	unknown	#CC9999
sll1350	gene	1091698	1092894	-	hypothetical protein	hypothetical protein	#9966CC
sll1349	gene	1092925	1093590	-	phosphoglycolate phosphatase	Energy metabolism	#ff0000
sll1348	gene	1093626	1094558	-	hypothetical protein	hypothetical protein	#9966CC
sll1282	gene	1094649	1095143	-	riboflavin synthase beta subunit	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll1281	gene	1095248	1095436	-	photosystem II PsbZ protein	Not curated completely	#9900CC
sll1280	gene	1095772	1096659	-	hypothetical protein	hypothetical protein	#9966CC
slr1356	gene	1097077	1098063	+	30S ribosomal protein S1	Translation	#00bfff
slr1357	gene	1098323	1099171	+	putative transposase [ISY100c	Putative	#CC99FF
sll1277	gene	1099214	1100368	-	RecF protein	Not curated completely	#9900CC
sll1276	gene	1100410	1102014	-	ATP-binding protein of ABC transporter	Transport and binding proteins	#00ff00
sll1275	gene	1102283	1104058	-	pyruvate kinase 2	Energy metabolism	#ff0000
slr1362	gene	1104246	1104647	+	hypothetical protein	hypothetical protein	#9966CC
sll1274	gene	1105030	1105545	-	hypothetical protein	hypothetical protein	#9966CC
slr1363	gene	1105666	1107168	+	hypothetical protein	hypothetical protein	#9966CC
slr1364	gene	1107242	1108330	+	biotin synthetase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1365	gene	1108314	1108967	+	hypothetical protein	hypothetical protein	#9966CC
slr1366	gene	1108967	1109452	+	lipoprotein signal peptidase (signal peptidase II)	Cellular processes	#ffff00
sll1273	gene	1109620	1111044	-	unknown protein	unknown	#CC9999
sll1272	gene	1111185	1111955	-	unknown protein	unknown	#CC9999
ssl2507	gene	1112230	1112475	-	unknown protein	unknown	#CC9999
sll1271	gene	1112531	1114249	-	probable porin; major outer membrane protein	Cell envelope	#fa8072
