id	count	start	end	strand	genes	condition	uef	name
TU1090	1	1059922	1060039	+	slr1436	15C	2.36	hypothethical protein
TU1092	2	1060871	1062812	+	sll1362	P	2.78	unknown protein , Aldose 1-epimerase
TU1091	2	1060871	1062812	+	slr1437, slr1438	P	2.78	unknown protein , Aldose 1-epimerase
TU1093	0	1064968	1065320	+	NA	exp. P.	1.27	NA
TU1092	0	1064968	1065320	+	sll1362	exp. P.	1.27	NA
TU1092	1	1065237	1061871	-	sll1362	15C	1.36	isoleucyl-tRNA synthetase
TU1091, TU1093	1	1065237	1061871	-	slr1437, slr1438	15C	1.36	isoleucyl-tRNA synthetase
NA	1	1065354	1065776	+	sll1360	N	1.47	unknown protein
TU1094	1	1065354	1065776	+	ssr2406	N	1.47	unknown protein
TU1096	0	1067907	1068006	+	NA	N	3.61	NA
TU1095	0	1067907	1068006	+	sll1360	N	3.61	NA
TU1097	0	1068336	1068433	+	NA	N	1.17	NA
TU1095	0	1068336	1068433	+	sll1360	N	1.17	NA
TU1096, TU1097	1	1069043	1066307	-	NA	0	1.23	DNA polymerase III subunit
TU1095	1	1069043	1066307	-	sll1360	#REF!	1.23	DNA polymerase III subunit
NA	1	1069142	1069669	+	NA	N	1.94	hypothetical protein
TU1098	1	1069142	1069669	+	slr1440	N	1.94	hypothetical protein
NA	0	1070800	1070699	-	NA	stat. P.	1.05	unknown protein 
TU1099	0	1070800	1070699	-	sll1359	stat. P.	1.05	unknown protein 
NA	2	1072974	1071171	-	NA	N	1.48	putative oxalate decarboxylase, periplasmic protei n , unknown protein
TU1100	2	1072974	1071171	-	sll1358, sll1359	N	1.48	putative oxalate decarboxylase, periplasmic protei n , unknown protein
TU1102	0	1075415	1075514	+	NA	exp. P.	2.3	NA
TU1101	0	1075415	1075514	+	sll1356	exp. P.	2.3	NA
TU1102	1	1075645	1072975	-	NA	P	1.58	glycogen phosphorylase
TU1101	1	1075645	1072975	-	sll1356	P	1.58	glycogen phosphorylase
TU1104	1	1075792	1076095	+	NA	N	1.22	ncRNA, hypothetical protein
TU1103	1	1075792	1076095	+	ncr0440, slr1441	N	1.22	ncRNA, hypothetical protein
TU1104	0	1076299	1076055	-	NA	42C	1.17	NA
TU1103	0	1076299	1076055	-	ncr0440, slr1441	42C	1.17	NA
NA	1	1077050	1076593	-	NA	0	1.56	hypothetical protein
TU1105	1	1077050	1076593	-	sll1355	#REF!	1.56	hypothetical protein
NA	1	1077488	1077051	-	NA	N	2.16	hypothetical protein
TU1106	1	1077488	1077051	-	ssl2648	N	2.16	hypothetical protein
NA	0	1077670	1077489	-	NA	Fe	1.1	NA
TU1107	0	1077670	1077489	-	NA	Fe	1.1	NA
NA	2	1077734	1078691	+	NA	N	1.82	hypothetical protein , serine/threonine kinase
TU1108	2	1077734	1078691	+	slr1442, slr1443	N	1.82	hypothetical protein , serine/threonine kinase
NA	1	1080666	1081497	+	NA	P	3.59	hypothetical protein
TU1109	1	1080666	1081497	+	slr1444	P	3.59	hypothetical protein
TU1111	1	1081854	1082998	+	6803t11	N	1.78	unknown protein
TU1110	1	1081854	1082998	+	ssr2422	N	1.78	unknown protein
TU1111	1	1083663	1081917	-	6803t11	stat. P.	1.16	NA
TU1110	1	1083663	1081917	-	ssr2422	stat. P.	1.16	NA
TU1112	0	1084065	1084166	+	NA	15C	1.15	NA
NA	0	1084065	1084166	+	sll1354	15C	1.15	NA
NA	1	1084735	1084353	-	NA	15C	1.66	ssDNA-specific exonuclease RecJ
TU1113	1	1084735	1084353	-	sll1354	15C	1.66	ssDNA-specific exonuclease RecJ
TU1114	0	1084825	1084924	+	NA	15C	2.39	NA
NA	0	1084825	1084924	+	sll1353	15C	2.39	NA
NA	0	1086557	1086456	-	NA	N	1.34	two-component sensor histidine kinase 
TU1115	0	1086557	1086456	-	sll1353	N	1.34	two-component sensor histidine kinase 
NA	1	1087815	1087564	-	NA	N	1.62	sensory transduction histidine kinase
TU1116	1	1087815	1087564	-	sll1353	N	1.62	sensory transduction histidine kinase
NA	0	1089182	1089081	-	NA	Dark	3.33	unknown protein 
TU1117	0	1089182	1089081	-	sll1352	Dark	3.33	unknown protein 
NA	0	1089998	1090106	+	NA	exp. P.	3.83	fructokinase 
TU1118	0	1089998	1090106	+	slr1448	exp. P.	3.83	fructokinase 
TU1121, TU1122	2	1090637	1091778	+	sll1350	Fe	1.29	hypothetical protein , unknown protein
TU1120	2	1090637	1091778	+	slr1449, slr1450	Fe	1.29	hypothetical protein , unknown protein
TU1119	0	1090654	1090281	-	NA	exp. P.	2.9	NA
NA	0	1090654	1090281	-	slr1448	exp. P.	2.9	NA
TU1121	0	1091623	1091454	-	NA	exp. P.	2.86	NA
TU1120	0	1091623	1091454	-	slr1449, slr1450	exp. P.	2.86	NA
TU1123	0	1091927	1092042	+	NA	15C	2.26	NA
TU1122	0	1091927	1092042	+	sll1350	15C	2.26	NA
TU1122	1	1092923	1091624	-	sll1350	N	1.83	hypothetical protein
TU1120, TU1123	1	1092923	1091624	-	slr1449, slr1450	N	1.83	hypothetical protein
NA	1	1093621	1092952	-	NA	15C	2.66	phosphoglycolate phosphatase
TU1124	1	1093621	1092952	-	sll1349	15C	2.66	phosphoglycolate phosphatase
TU1126	0	1094013	1094112	+	NA	N	1.05	NA
TU1125	0	1094013	1094112	+	sll1280, 6803t12, sll1281, sll1282, sll1348	N	1.05	NA
TU1127	0	1094910	1095009	+	NA	15C	2.15	NA
TU1125	0	1094910	1095009	+	sll1280, 6803t12, sll1281, sll1282, sll1348	15C	2.15	NA
TU1126, TU1127	5	1096684	1094002	-	NA	Fe	1.44	hypothetical protein , tRNA-OTHER, photosystem II PsbZ protein , riboflavin synthase beta subunit , hypothetical protein
TU1125	5	1096684	1094002	-	sll1280, 6803t12, sll1281, sll1282, sll1348	Fe	1.44	hypothetical protein , tRNA-OTHER, photosystem II PsbZ protein , riboflavin synthase beta subunit , hypothetical protein
NA	0	1096828	1096728	-	NA	N	1.83	NA
TU1128	0	1096828	1096728	-	NA	N	1.83	NA
TU1130, TU1131	2	1096994	1099188	+	sll1275, sll1276, sll1277	HL	1.13	30S ribosomal protein S1 , ncRNA, putative transposase [ISY100_c]
TU1129	2	1096994	1099188	+	slr1356, ncr0450, slr1357	HL	1.13	30S ribosomal protein S1 , ncRNA, putative transposase [ISY100_c]
TU1130	0	1098920	1098380	-	NA	15C	1.4	NA
TU1129	0	1098920	1098380	-	slr1356, ncr0450, slr1357	15C	1.4	NA
TU1132	0	1101977	1102261	+	NA	15C	2.55	NA
TU1131	0	1101977	1102261	+	sll1275, sll1276, sll1277	15C	2.55	NA
TU1133	0	1104099	1104198	+	NA	0	1.1	NA
TU1131	0	1104099	1104198	+	sll1275, sll1276, sll1277	#REF!	1.1	NA
TU1131	3	1104129	1098966	-	sll1275, sll1276, sll1277	15C	1.46	pyruvate kinase 2 , ATP-binding protein of ABC transporter , RecF protein
TU1129, TU1132, TU1133	3	1104129	1098966	-	slr1356, ncr0450, slr1357	15C	1.46	pyruvate kinase 2 , ATP-binding protein of ABC transporter , RecF protein
TU1135	1	1104202	1104838	+	sll1274	15C	2.65	hypothetical protein
TU1134	1	1104202	1104838	+	slr1362	15C	2.65	hypothetical protein
TU1135	1	1105580	1104764	-	sll1274	N	1.16	hypothetical protein
TU1134	1	1105580	1104764	-	slr1362	N	1.16	hypothetical protein
TU1137	1	1105635	1106879	+	NA	N	1.68	hypothetical protein
TU1136	1	1105635	1106879	+	slr1363	N	1.68	hypothetical protein
TU1137	0	1106230	1105885	-	NA	N	1.34	NA
TU1136	0	1106230	1105885	-	slr1363	N	1.34	NA
NA	0	1107148	1107198	+	NA	N	1.47	hypothetical protein 
TU1138	0	1107148	1107198	+	slr1363	N	1.47	hypothetical protein 
TU1140	3	1107200	1109710	+	sll1273	15C	1.12	biotin synthetase , hypothetical protein , lipoprotein signal peptidase (signal peptidase II)
TU1139	3	1107200	1109710	+	slr1364, slr1365, slr1366	15C	1.12	biotin synthetase , hypothetical protein , lipoprotein signal peptidase (signal peptidase II)
TU1140	1	1111169	1109288	-	sll1273	Fe	1.1	unknown protein
TU1139	1	1111169	1109288	-	slr1364, slr1365, slr1366	Fe	1.1	unknown protein
TU1142	0	1111357	1111463	+	NA	Fe	1.64	NA
TU1141	0	1111357	1111463	+	sll1270, sll1271, ssl2507, sll1272	Fe	1.64	NA
TU1143	0	1111464	1111748	+	NA	HL	1.25	NA
TU1141	0	1111464	1111748	+	sll1270, sll1271, ssl2507, sll1272	HL	1.25	NA
TU1142, TU1143	4	1116114	1111170	-	NA	exp. P.	4.87	periplasmic substrate-binding and integral membran e protein of the ABC-type Bgt permease for basic amino ac ids and glutamine BgtB , probable porin: major outer membrane protein , unknown protein , unknown protein
TU1141	4	1116114	1111170	-	sll1270, sll1271, ssl2507, sll1272	exp. P.	4.87	periplasmic substrate-binding and integral membran e protein of the ABC-type Bgt permease for basic amino ac ids and glutamine BgtB , probable porin: major outer membrane protein , unknown protein , unknown protein
TU1145	0	1116317	1116741	+	NA	exp. P.	1.38	NA
TU1144, TU1146	0	1116317	1116741	+	ncl0490, ssl2501, ssl2502	exp. P.	1.38	NA
TU1145	2	1116720	1116217	-	NA	N	5.66	ncRNA, unknown protein , unknown protein
TU1144	2	1116720	1116217	-	ncl0490, ssl2501, ssl2502	N	5.66	ncRNA, unknown protein , unknown protein
TU1147	0	1116742	1116877	+	NA	N	2.11	NA
TU1146, TU1148	0	1116742	1116877	+	ncl0490	N	2.11	NA
TU1145, TU1147	0	1116775	1116721	-	NA	15C	5.48	NA
TU1146	0	1116775	1116721	-	ncl0490	15C	5.48	NA
TU1148	0	1116878	1117005	+	NA	N	4.52	NA
TU1149	0	1116878	1117005	+	NA	N	4.52	NA
TU1148	1	1117006	1119753	+	NA	N	4.5	glycogen phosphorylase
TU1150	1	1117006	1119753	+	slr1367	N	4.5	glycogen phosphorylase
TU1148	0	1117147	1116776	-	NA	exp. P.	1.12	NA
TU1147, TU1149, TU1150	0	1117147	1116776	-	slr1367	exp. P.	1.12	NA
NA	1	1119754	1120564	+	NA	HL	1.06	precorrin-6B methylase
TU1151	1	1119754	1120564	+	slr1368	HL	1.06	precorrin-6B methylase
TU1153	1	1120565	1121690	+	sll1268	HL	1.19	phosphatidate cytidylyltransferase
TU1152	1	1120565	1121690	+	slr1369	HL	1.19	phosphatidate cytidylyltransferase
TU1154	0	1122227	1122526	+	NA	15C	6.43	NA
TU1153	0	1122227	1122526	+	sll1268	15C	6.43	NA
TU1153	1	1123414	1121389	-	sll1268	42C	1.03	unknown protein
TU1152, TU1154	1	1123414	1121389	-	slr1369	42C	1.03	unknown protein
NA	1	1124025	1123415	-	NA	N	1.35	unknown protein
TU1155	1	1124025	1123415	-	sll1267	N	1.35	unknown protein
NA	0	1124220	1124026	-	NA	N	1.65	unknown protein 
TU1156	0	1124220	1124026	-	sll1265	N	1.65	unknown protein 
NA	0	1126578	1125462	-	NA	exp. P.	1.26	unknown protein 
TU1157	0	1126578	1125462	-	sll1265	exp. P.	1.26	unknown protein 
TU1158	0	1127552	1127749	+	NA	exp. P.	1	NA
NA	0	1127552	1127749	+	sll1265	exp. P.	1	NA
NA	1	1130057	1128199	-	NA	exp. P.	1.06	unknown protein
TU1159	1	1130057	1128199	-	sll1265	exp. P.	1.06	unknown protein
NA	0	1130245	1130058	-	NA	15C	1.11	NA
TU1160	0	1130245	1130058	-	NA	15C	1.11	NA
TU1162	0	1130566	1130917	+	NA	42C	1.34	NA
TU1161	0	1130566	1130917	+	sll0877	42C	1.34	NA
TU1164	1	1131768	1132752	+	sll0876	exp. P.	1.81	large-conductance mechanosensitive channel
TU1163	1	1131768	1132752	+	slr0875	exp. P.	1.81	large-conductance mechanosensitive channel
TU1162	1	1131775	1130246	-	NA	42C	1.02	hypothetical protein
TU1161	1	1131775	1130246	-	sll0877	42C	1.02	hypothetical protein
TU1164	0	1132382	1132281	-	NA	Fe	1.56	NA
TU1163	0	1132382	1132281	-	slr0875	Fe	1.56	NA
NA	1	1133728	1133486	-	NA	N	2.52	hypothetical protein
TU1165	1	1133728	1133486	-	sll0875	N	2.52	hypothetical protein
TU1166, TU1168, TU1169	1	1133822	1135215	+	NA	N	1.46	hypothetical protein
TU1167	1	1133822	1135215	+	slr0876	N	1.46	hypothetical protein
TU1166	0	1133880	1133729	-	NA	15C	3.52	NA
TU1167	0	1133880	1133729	-	slr0876	15C	3.52	NA
TU1168	0	1134046	1133947	-	NA	15C	2.55	NA
TU1167	0	1134046	1133947	-	slr0876	15C	2.55	NA
TU1169	0	1134612	1134562	-	NA	15C	3.52	NA
TU1167	0	1134612	1134562	-	slr0876	15C	3.52	NA
NA	1	1135216	1135694	+	NA	HL	1.04	RNA-binding protein
TU1170	1	1135216	1135694	+	ssr1480	HL	1.04	RNA-binding protein
TU1172	1	1135695	1137176	+	NA	HL	1.07	aspartyl.glutamyl-tRNA amidotransferase subunit A
TU1171	1	1135695	1137176	+	slr0877	HL	1.07	aspartyl.glutamyl-tRNA amidotransferase subunit A
TU1172	0	1136621	1136522	-	NA	N	1.16	NA
TU1171	0	1136621	1136522	-	slr0877	N	1.16	NA
NA	0	1137177	1137321	+	NA	Fe	1.21	NA
TU1173	0	1137177	1137321	+	NA	Fe	1.21	NA
NA	2	1138186	1138749	+	NA	15C	1.14	glycine decarboxylase complex HProtein , similar to fibronectin binding protein
TU1174	2	1138186	1138749	+	slr0879, slr0880	15C	1.14	glycine decarboxylase complex HProtein , similar to fibronectin binding protein
NA	0	1139404	1139733	+	NA	exp. P.	1.86	similar to fibronectin binding protein 
TU1175	0	1139404	1139733	+	slr0880	exp. P.	1.86	similar to fibronectin binding protein 
TU1177	0	1141810	1141920	+	NA	exp. P.	1.8	NA
TU1176	0	1141810	1141920	+	ssl1633	exp. P.	1.8	NA
TU1178	0	1141963	1142066	+	NA	N	1.11	NA
TU1176	0	1141963	1142066	+	ssl1633	N	1.11	NA
TU1177, TU1178	1	1141984	1141673	-	NA	N	1.2	high light inducible protein
TU1176	1	1141984	1141673	-	ssl1633	N	1.2	high light inducible protein
TU1180	1	1142067	1142472	+	NA	15C	1.6	unknown protein
TU1179	1	1142067	1142472	+	slr0881	15C	1.6	unknown protein
TU1181	0	1142810	1142949	+	NA	N	1.24	NA
TU1180	0	1142810	1142949	+	sll0872	N	1.24	NA
TU1180	0	1142834	1142386	-	NA	N	1.34	NA
TU1179, TU1181	0	1142834	1142386	-	slr0881	N	1.34	NA
TU1183	1	1142981	1144282	+	NA	15C	1.42	hypothetical protein YCF84
TU1182	1	1142981	1144282	+	slr0882	15C	1.42	hypothetical protein YCF84
TU1183	0	1144439	1143854	-	NA	15C	1.59	NA
TU1182	0	1144439	1143854	-	slr0882	15C	1.59	NA
TU1185	1	1144683	1146394	+	ncl0500, sll0871	HL	1.2	regulation of penicillin binding protein 5 production
TU1184	1	1144683	1146394	+	slr0883	HL	1.2	regulation of penicillin binding protein 5 production
TU1185	1	1146774	1145883	-	ncl0500, sll0871	#REF!	1.53	ncRNA, hypothetical protein
TU1184	1	1146774	1145883	-	slr0883	#REF!	1.53	ncRNA, hypothetical protein
NA	0	1146880	1146775	-	NA	N	1.21	NA
TU1186	0	1146880	1146775	-	ncl0500	N	1.21	NA
TU1188	1	1147017	1148394	+	Norf4	N	3.6	glyceraldehyde 3Phosphate dehydrogenase 1 (NAD+) , ncRNA
TU1187	1	1147017	1148394	+	slr0884, ncr0460	N	3.6	glyceraldehyde 3Phosphate dehydrogenase 1 (NAD+) , ncRNA
TU1188	1	1148394	1147692	-	Norf4	N	1.21	NA
TU1187	1	1148394	1147692	-	slr0884, ncr0460	N	1.21	NA
NA	0	1148467	1148395	-	NA	15C	1.92	NA
TU1189	0	1148467	1148395	-	NA	15C	1.92	NA
NA	0	1148474	1148527	+	NA	Fe	1.17	NA
TU1190	0	1148474	1148527	+	NA	Fe	1.17	NA
TU1191	1	1148528	1149661	+	ncr0470, slr0885	N	1.24	ncRNA, hypothetical protein
NA	1	1148528	1149661	+	sll0869	N	1.24	ncRNA, hypothetical protein
NA	1	1150689	1150037	-	NA	exp. P.	1.93	leucyl.phenylalanyl-tRNA-Protein transferase
TU1192	1	1150689	1150037	-	sll0869	exp. P.	1.93	leucyl.phenylalanyl-tRNA-Protein transferase
TU1194	0	1151571	1151672	+	NA	15C	1.52	NA
TU1193	0	1151571	1151672	+	sll0867, sll0868	15C	1.52	NA
TU1194	2	1152398	1150877	-	NA	0	1.25	hypothetical protein , lipoic acid synthetase
TU1193	2	1152398	1150877	-	sll0867, sll0868	#REF!	1.25	hypothetical protein , lipoic acid synthetase
NA	1	1152972	1153783	+	NA	exp. P.	1.42	hypothetical protein
TU1195	1	1152972	1153783	+	slr0887	exp. P.	1.42	hypothetical protein
NA	2	1154218	1156133	+	NA	P	1.12	hypothetical protein , hypothetical protein
TU1196	2	1154218	1156133	+	slr0888, slr0889	P	1.12	hypothetical protein , hypothetical protein
NA	1	1156509	1156645	+	NA	N	1.73	unknown protein
TU1197	1	1156509	1156645	+	slr0890	N	1.73	unknown protein
TU1198	0	1158466	1158656	+	NA	HL	1.1	NA
NA	0	1158466	1158656	+	sll0865	HL	1.1	NA
NA	1	1158932	1158831	-	NA	42C	1.33	excinuclease ABC subunit C
TU1199	1	1158932	1158831	-	sll0865	42C	1.33	excinuclease ABC subunit C
TU1201	0	1164450	1164771	+	NA	N	1.17	NA
TU1200	0	1164450	1164771	+	sll1316, sll1317, sll0860, sll0861, sll0862, sll0863	N	1.17	NA
TU1202	0	1166465	1166838	+	NA	Fe	1.13	NA
TU1200	0	1166465	1166838	+	sll1316, sll1317, sll0860, sll0861, sll0862, sll0863	Fe	1.13	NA
TU1201, TU1202	6	1166859	1161707	-	NA	P	1.05	cytochrome b6-f complex iron-sulfur subunit (Riesk e iron sulfur protein) , apocytochrome f, component of cytochrome b6/f comp lex , hypothetical protein , hypothetical protein , hypothetical protein , hypothetical protein
TU1200	6	1166859	1161707	-	sll1316, sll1317, sll0860, sll0861, sll0862, sll0863	P	1.05	cytochrome b6-f complex iron-sulfur subunit (Riesk e iron sulfur protein) , apocytochrome f, component of cytochrome b6/f comp lex , hypothetical protein , hypothetical protein , hypothetical protein , hypothetical protein
TU1205, TU1206	1	1167307	1168244	+	sll1315, ssl2595	15C	2.56	NA
TU1204	1	1167307	1168244	+	smr0009	15C	2.56	NA
NA	1	1167317	1166860	-	NA	P	1.06	photosystem II reaction center protein H
TU1203	1	1167317	1166860	-	ssl2598	P	1.06	photosystem II reaction center protein H
TU1204	1	1167820	1167318	-	smr0009	exp. P.	1.95	hypothetical protein
TU1205	1	1167820	1167318	-	ssl2595	exp. P.	1.95	hypothetical protein
TU1206	0	1168101	1167955	-	NA	N	1.31	NA
TU1204	0	1168101	1167955	-	smr0009	N	1.31	NA
TU1207	0	1168363	1168701	+	NA	exp. P.	3.36	NA
NA	0	1168363	1168701	+	sll1315	exp. P.	3.36	NA
TU1208	0	1169386	1169536	+	NA	N	1.07	NA
NA	0	1169386	1169536	+	sll1314	N	1.07	NA
NA	1	1170466	1170680	+	NA	P	4.81	integrin subunits alpha.beta4
TU1209	1	1170466	1170680	+	slr1403	P	4.81	integrin subunits alpha.beta4
NA	0	1170747	1170846	+	NA	Fe	1.46	unknown protein 
TU1210	0	1170747	1170846	+	slr1403	Fe	1.46	unknown protein 
TU1211	0	1171612	1171511	-	NA	N	1.01	NA
NA	0	1171612	1171511	-	slr1403	N	1.01	NA
TU1212	0	1173217	1173050	-	NA	Fe	1.09	NA
NA	0	1173217	1173050	-	slr1403	Fe	1.09	NA
TU1213	0	1173507	1173408	-	NA	N	1.57	NA
NA	0	1173507	1173408	-	slr1403	N	1.57	NA
TU1214	0	1173642	1173543	-	NA	N	1.26	NA
NA	0	1173642	1173543	-	slr1403	N	1.26	NA
NA	0	1174648	1175283	+	NA	exp. P.	1.95	unknown protein 
TU1215	0	1174648	1175283	+	slr1403	exp. P.	1.95	unknown protein 
TU1216	0	1177558	1178232	+	NA	Fe	1.3	NA
TU1217	0	1177558	1178232	+	NA	Fe	1.3	NA
TU1216	0	1177881	1177780	-	NA	exp. P.	2.54	NA
TU1217	0	1177881	1177780	-	NA	exp. P.	2.54	NA
TU1218	0	1178392	1178293	-	NA	15C	1.26	NA
NA	0	1178392	1178293	-	slr1403	15C	1.26	NA
TU1219	0	1178589	1179441	+	NA	15C	1.44	NA
TU1220	0	1178589	1179441	+	sll1308	15C	1.44	NA
TU1221	0	1179773	1180023	+	NA	15C	2.3	NA
TU1220	0	1179773	1180023	+	sll1308	15C	2.3	NA
TU1220	1	1180687	1179263	-	sll1308	exp. P.	2.42	short chain dehydrogenase
TU1219, TU1221	1	1180687	1179263	-	slr1403	exp. P.	2.42	short chain dehydrogenase
NA	0	1180950	1181034	+	NA	N	1.15	NA
TU1222	0	1180950	1181034	+	NA	N	1.15	NA
TU1224	4	1181035	1184908	+	sll1783, sll1784, ssl3410, sll1785, sll1304, sll1305, sll1306, sll1307	N	1.21	periplasmic protein, function unknown , unknown protein , periplasmic WD-repeat protein , periplasmic WD-repeat protein
TU1223	4	1181035	1184908	+	slr1406, slr1407, slr1409, slr1410	N	1.21	periplasmic protein, function unknown , unknown protein , periplasmic WD-repeat protein , periplasmic WD-repeat protein
TU1225	0	1185750	1185926	+	NA	N	1.29	NA
TU1224	0	1185750	1185926	+	sll1783, sll1784, ssl3410, sll1785, sll1304, sll1305, sll1306, sll1307	N	1.29	NA
TU1226	0	1189655	1189754	+	NA	P	1.63	NA
TU1224	0	1189655	1189754	+	sll1783, sll1784, ssl3410, sll1785, sll1304, sll1305, sll1306, sll1307	P	1.63	NA
TU1224	8	1190482	1184483	-	sll1783, sll1784, ssl3410, sll1785, sll1304, sll1305, sll1306, sll1307	N	1.72	hypothetical protein , periplasmic protein, function unknown , unknown protein , periplasmic protein, function unknown , unknown protein , probable hydrolase , periplasmic protein, function unknown , periplasmic protein, function unknown
TU1223, TU1225, TU1226	8	1190482	1184483	-	slr1406, slr1407, slr1409, slr1410	N	1.72	hypothetical protein , periplasmic protein, function unknown , unknown protein , periplasmic protein, function unknown , unknown protein , probable hydrolase , periplasmic protein, function unknown , periplasmic protein, function unknown
TU1228, TU1229	9	1190719	1199651	+	NA	exp. P.	1.94	ncRNA, unknown protein , carboxymuconolactone decarboxylase , unknown protein , unknown protein , phosphoprotein substrate of icfG gene cluster , isoamylase , anti-sigma f factor antagonist , carbon metabolisms regulatory protein IcfG , probable sigma regulatory factor
TU1227	9	1190719	1199651	+	ncr0480, slr1852, slr1853, slr1854, slr1855, slr1856, slr1857, slr1859, slr1860, slr1861	exp. P.	1.94	ncRNA, unknown protein , carboxymuconolactone decarboxylase , unknown protein , unknown protein , phosphoprotein substrate of icfG gene cluster , isoamylase , anti-sigma f factor antagonist , carbon metabolisms regulatory protein IcfG , probable sigma regulatory factor
TU1228	0	1193086	1192987	-	NA	P	1.86	NA
TU1227	0	1193086	1192987	-	ncr0480, slr1852, slr1853, slr1854, slr1855, slr1856, slr1857, slr1859, slr1860, slr1861	P	1.86	NA
TU1229	0	1196752	1196659	-	NA	HL	1.05	NA
TU1227	0	1196752	1196659	-	ncr0480, slr1852, slr1853, slr1854, slr1855, slr1856, slr1857, slr1859, slr1860, slr1861	HL	1.05	NA
TU1231	1	1199652	1201084	+	sll1780	N	2.65	unknown protein
TU1230	1	1199652	1201084	+	slr1862	N	2.65	unknown protein
TU1231	2	1201399	1203820	+	sll1780	stat. P.	1.41	unknown protein , hypothetical protein
TU1232	2	1201399	1203820	+	slr1863, slr1864	stat. P.	1.41	unknown protein , hypothetical protein
TU1231	1	1201688	1200137	-	sll1780	15C	1.74	transposase
TU1230, TU1232	1	1201688	1200137	-	slr1862, slr1863, slr1864	15C	1.74	transposase
TU1234	2	1203876	1205654	+	NA	15C	1.65	unknown protein , unknown protein
TU1233	2	1203876	1205654	+	slr1865, slr1866	15C	1.65	unknown protein , unknown protein
TU1234	0	1204245	1204144	-	NA	15C	1.32	NA
TU1233	0	1204245	1204144	-	slr1865, slr1866	15C	1.32	NA
TU1236	1	1206917	1208399	+	NA	15C	2.16	anthranilate phosphoribosyltransferase
TU1235	1	1206917	1208399	+	slr1867	15C	2.16	anthranilate phosphoribosyltransferase
TU1236	0	1208384	1207841	-	NA	15C	2.34	NA
TU1235	0	1208384	1207841	-	slr1867	15C	2.34	NA
TU1238	0	1210421	1210531	+	NA	HL	2.02	NA
TU1237	0	1210421	1210531	+	sll1775, sll1776	HL	2.02	NA
TU1238	2	1211238	1208606	-	NA	15C	2.65	hypothetical protein , deoxyribosePhosphate aldolase
TU1237	2	1211238	1208606	-	sll1775, sll1776	15C	2.65	hypothetical protein , deoxyribosePhosphate aldolase
TU1239	1	1211302	1211481	+	NA	15C	2.26	ncRNA, hypothetical protein
TU1240	1	1211302	1211481	+	ncr0490, ssr3154	15C	2.26	ncRNA, hypothetical protein
TU1239	0	1211960	1211239	-	NA	N	1.16	NA
TU1240	0	1211960	1211239	-	ncr0490, ssr3154	N	1.16	NA
NA	0	1212420	1212196	-	NA	exp. P.	1.26	hypothethical protein
TU1241	0	1212420	1212196	-	sll1774	exp. P.	1.26	hypothethical protein
TU1243, TU1244	2	1212470	1213793	+	NA	exp. P.	1.39	unknown protein , unknown protein
TU1242	2	1212470	1213793	+	slr1869, ssr3159	exp. P.	1.39	unknown protein , unknown protein
TU1243	0	1213317	1213112	-	NA	P	1.25	NA
TU1242	0	1213317	1213112	-	slr1869, ssr3159	P	1.25	NA
TU1244	0	1213977	1213318	-	NA	P	1.9	NA
TU1242	0	1213977	1213318	-	slr1869, ssr3159	P	1.9	NA
TU1246	1	1214166	1215280	+	sll1773, ssl3389, ncl0520	N	1.2	hypothetical protein , ncRNA
TU1245	1	1214166	1215280	+	slr1870, ncr0500	N	1.2	hypothetical protein , ncRNA
TU1247	0	1215452	1215637	+	NA	HL	1.05	NA
TU1246	0	1215452	1215637	+	sll1773, ssl3389, ncl0520	HL	1.05	NA
TU1246	2	1216192	1214771	-	sll1773, ssl3389, ncl0520	N	1.72	hypothetical protein , hypothetical protein , ncRNA
TU1245, TU1247	2	1216192	1214771	-	slr1870, ncr0500	N	1.72	hypothetical protein , hypothetical protein , ncRNA
TU1248	0	1218421	1217023	-	NA	15C	1.84	NA
NA	0	1218421	1217023	-	slr1871	15C	1.84	NA
TU1250	0	1219415	1219514	+	NA	15C	1.25	NA
TU1249	0	1219415	1219514	+	ssl3382, ssl3383, sll1769, sll1770, sll1771, sll1772	15C	1.25	NA
TU1251	0	1219616	1220013	+	NA	15C	1.07	NA
TU1249	0	1219616	1220013	+	ssl3382, ssl3383, sll1769, sll1770, sll1771, sll1772	15C	1.07	NA
TU1252	0	1223210	1223958	+	NA	N	1.3	NA
TU1249, TU1253	0	1223210	1223958	+	sll1768, ssl3382, ssl3383, sll1769, sll1770, sll1771, sll1772	N	1.3	NA
TU1250, TU1251, TU1252	6	1223458	1218656	-	NA	15C	1.33	hypothetical protein , unknown protein , hypothetical protein , hypothetical protein , protein serin-threonin phosphatase , DNA mismatch repair protein MutS
TU1249	6	1223458	1218656	-	ssl3382, ssl3383, sll1769, sll1770, sll1771, sll1772	15C	1.33	hypothetical protein , unknown protein , hypothetical protein , hypothetical protein , protein serin-threonin phosphatase , DNA mismatch repair protein MutS
TU1252	1	1224702	1223874	-	NA	Fe	1.23	binding protein-dependent transport system protein OppB
TU1253	1	1224702	1223874	-	sll1768	Fe	1.23	binding protein-dependent transport system protein OppB
NA	2	1224739	1226149	+	NA	15C	1.23	D-alanine--D-alanine ligase , hypothetical protein
TU1254	2	1224739	1226149	+	slr1874, slr1875	15C	1.23	D-alanine--D-alanine ligase , hypothetical protein
